"COU","Country","SEX","Sex","IND","Indicator","YEAR","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"ZAF","South Africa","TOTAL","Total","FAM1","Total fertility rate","1975","1975","CHLD","Children","0","Units",,,5.27,,
"ZAF","South Africa","TOTAL","Total","FAM1","Total fertility rate","1976","1976","CHLD","Children","0","Units",,,5.19,,
"ZAF","South Africa","TOTAL","Total","FAM1","Total fertility rate","1977","1977","CHLD","Children","0","Units",,,5.12,,
"ZAF","South Africa","TOTAL","Total","FAM1","Total fertility rate","1978","1978","CHLD","Children","0","Units",,,5.06,,
"ZAF","South Africa","TOTAL","Total","FAM1","Total fertility rate","1979","1979","CHLD","Children","0","Units",,,5.02,,
"ZAF","South Africa","TOTAL","Total","FAM1","Total fertility rate","1980","1980","CHLD","Children","0","Units",,,4.98,,
"ZAF","South Africa","TOTAL","Total","FAM1","Total fertility rate","1981","1981","CHLD","Children","0","Units",,,4.95,,
"ZAF","South Africa","TOTAL","Total","FAM1","Total fertility rate","1982","1982","CHLD","Children","0","Units",,,4.91,,
"ZAF","South Africa","TOTAL","Total","FAM1","Total fertility rate","1983","1983","CHLD","Children","0","Units",,,4.86,,
"ZAF","South Africa","TOTAL","Total","FAM1","Total fertility rate","1984","1984","CHLD","Children","0","Units",,,4.79,,
"ZAF","South Africa","TOTAL","Total","FAM1","Total fertility rate","1985","1985","CHLD","Children","0","Units",,,4.71,,
"ZAF","South Africa","TOTAL","Total","FAM1","Total fertility rate","1986","1986","CHLD","Children","0","Units",,,4.59,,
"ZAF","South Africa","TOTAL","Total","FAM1","Total fertility rate","1987","1987","CHLD","Children","0","Units",,,4.46,,
"ZAF","South Africa","TOTAL","Total","FAM1","Total fertility rate","1988","1988","CHLD","Children","0","Units",,,4.31,,
"ZAF","South Africa","TOTAL","Total","FAM1","Total fertility rate","1989","1989","CHLD","Children","0","Units",,,4.14,,
"ZAF","South Africa","TOTAL","Total","FAM1","Total fertility rate","1990","1990","CHLD","Children","0","Units",,,3.96,,
"ZAF","South Africa","TOTAL","Total","FAM1","Total fertility rate","1991","1991","CHLD","Children","0","Units",,,3.78,,
"ZAF","South Africa","TOTAL","Total","FAM1","Total fertility rate","1992","1992","CHLD","Children","0","Units",,,3.61,,
"ZAF","South Africa","TOTAL","Total","FAM1","Total fertility rate","1993","1993","CHLD","Children","0","Units",,,3.44,,
"ZAF","South Africa","TOTAL","Total","FAM1","Total fertility rate","1994","1994","CHLD","Children","0","Units",,,3.28,,
"ZAF","South Africa","TOTAL","Total","FAM1","Total fertility rate","1995","1995","CHLD","Children","0","Units",,,3.14,,
"ZAF","South Africa","TOTAL","Total","FAM1","Total fertility rate","1996","1996","CHLD","Children","0","Units",,,3.02,,
"ZAF","South Africa","TOTAL","Total","FAM1","Total fertility rate","1997","1997","CHLD","Children","0","Units",,,2.92,,
"ZAF","South Africa","TOTAL","Total","FAM1","Total fertility rate","1998","1998","CHLD","Children","0","Units",,,2.83,,
"ZAF","South Africa","TOTAL","Total","FAM1","Total fertility rate","1999","1999","CHLD","Children","0","Units",,,2.75,,
"ZAF","South Africa","TOTAL","Total","FAM1","Total fertility rate","2000","2000","CHLD","Children","0","Units",,,2.69,,
"ZAF","South Africa","TOTAL","Total","FAM1","Total fertility rate","2001","2001","CHLD","Children","0","Units",,,2.65,,
"ZAF","South Africa","TOTAL","Total","FAM1","Total fertility rate","2002","2002","CHLD","Children","0","Units",,,2.62,,
"ZAF","South Africa","TOTAL","Total","FAM1","Total fertility rate","2003","2003","CHLD","Children","0","Units",,,2.61,,
"ZAF","South Africa","TOTAL","Total","FAM1","Total fertility rate","2004","2004","CHLD","Children","0","Units",,,2.6,,
"ZAF","South Africa","TOTAL","Total","FAM1","Total fertility rate","2005","2005","CHLD","Children","0","Units",,,2.6,,
"ZAF","South Africa","TOTAL","Total","FAM1","Total fertility rate","2006","2006","CHLD","Children","0","Units",,,2.61,,
"ZAF","South Africa","TOTAL","Total","FAM1","Total fertility rate","2007","2007","CHLD","Children","0","Units",,,2.61,,
"ZAF","South Africa","TOTAL","Total","FAM1","Total fertility rate","2008","2008","CHLD","Children","0","Units",,,2.61,,
"ZAF","South Africa","TOTAL","Total","FAM1","Total fertility rate","2009","2009","CHLD","Children","0","Units",,,2.61,,
"ZAF","South Africa","TOTAL","Total","FAM1","Total fertility rate","2010","2010","CHLD","Children","0","Units",,,2.6,,
"ZAF","South Africa","TOTAL","Total","FAM1","Total fertility rate","2011","2011","CHLD","Children","0","Units",,,2.58,,
"ZAF","South Africa","TOTAL","Total","FAM1","Total fertility rate","2012","2012","CHLD","Children","0","Units",,,2.56,,
"ZAF","South Africa","TOTAL","Total","FAM1","Total fertility rate","2013","2013","CHLD","Children","0","Units",,,2.54,,
"ZAF","South Africa","TOTAL","Total","FAM1","Total fertility rate","2014","2014","CHLD","Children","0","Units",,,2.51,,
"ZAF","South Africa","TOTAL","Total","FAM1","Total fertility rate","2015","2015","CHLD","Children","0","Units",,,2.48,,
"ZAF","South Africa","TOTAL","Total","FAM1","Total fertility rate","2016","2016","CHLD","Children","0","Units",,,2.46,,
"ZAF","South Africa","TOTAL","Total","FAM1","Total fertility rate","2017","2017","CHLD","Children","0","Units",,,2.43,,
"ZAF","South Africa","TOTAL","Total","FAM1","Total fertility rate","2018","2018","CHLD","Children","0","Units",,,2.4,,
"ZAF","South Africa","TOTAL","Total","FAM1","Total fertility rate","2019","2019","CHLD","Children","0","Units",,,2.4,,
"LVA","Latvia","TOTAL","Total","FAM7","Gender wage gap (median) for full-time employees","2002","2002","PC","Percentage","0","Units",,,18.92,,
"LVA","Latvia","TOTAL","Total","FAM7","Gender wage gap (median) for full-time employees","2006","2006","PC","Percentage","0","Units",,,10.99,,
"LVA","Latvia","TOTAL","Total","FAM7","Gender wage gap (median) for full-time employees","2010","2010","PC","Percentage","0","Units",,,19.06,,
"LVA","Latvia","TOTAL","Total","FAM7","Gender wage gap (median) for full-time employees","2014","2014","PC","Percentage","0","Units",,,21.12,,
"DEU","Germany","TOTAL","Total","FAM8A","Employment rates (%) for all mothers (15-64 year olds) with at least one child under 15","2006","2006","PC","Percentage","0","Units",,,61.2,,
"DEU","Germany","TOTAL","Total","FAM8A","Employment rates (%) for all mothers (15-64 year olds) with at least one child under 15","2007","2007","PC","Percentage","0","Units",,,62.7,,
"DEU","Germany","TOTAL","Total","FAM8A","Employment rates (%) for all mothers (15-64 year olds) with at least one child under 15","2008","2008","PC","Percentage","0","Units",,,63.2,,
"DEU","Germany","TOTAL","Total","FAM8A","Employment rates (%) for all mothers (15-64 year olds) with at least one child under 15","2009","2009","PC","Percentage","0","Units",,,66.2,,
"DEU","Germany","TOTAL","Total","FAM8A","Employment rates (%) for all mothers (15-64 year olds) with at least one child under 15","2010","2010","PC","Percentage","0","Units",,,65.8,,
"DEU","Germany","TOTAL","Total","FAM8A","Employment rates (%) for all mothers (15-64 year olds) with at least one child under 15","2011","2011","PC","Percentage","0","Units",,,69.4,,
"DEU","Germany","TOTAL","Total","FAM8A","Employment rates (%) for all mothers (15-64 year olds) with at least one child under 15","2012","2012","PC","Percentage","0","Units",,,69.3,,
"DEU","Germany","TOTAL","Total","FAM8A","Employment rates (%) for all mothers (15-64 year olds) with at least one child under 15","2013","2013","PC","Percentage","0","Units",,,69.3,,
"DEU","Germany","TOTAL","Total","FAM8A","Employment rates (%) for all mothers (15-64 year olds) with at least one child under 15","2014","2014","PC","Percentage","0","Units",,,70.3,,
"DEU","Germany","TOTAL","Total","FAM8A","Employment rates (%) for all mothers (15-64 year olds) with at least one child under 15","2015","2015","PC","Percentage","0","Units",,,70.4,,
"DEU","Germany","TOTAL","Total","FAM8A","Employment rates (%) for all mothers (15-64 year olds) with at least one child under 15","2016","2016","PC","Percentage","0","Units",,,71.3,,
"DEU","Germany","TOTAL","Total","FAM8A","Employment rates (%) for all mothers (15-64 year olds) with at least one child under 15","2017","2017","PC","Percentage","0","Units",,,71.6,,
"DEU","Germany","TOTAL","Total","FAM8A","Employment rates (%) for all mothers (15-64 year olds) with at least one child under 15","2018","2018","PC","Percentage","0","Units",,,72,,
"DEU","Germany","TOTAL","Total","FAM8A","Employment rates (%) for all mothers (15-64 year olds) with at least one child under 15","2019","2019","PC","Percentage","0","Units",,,73.2,,
"ZAF","South Africa","TOTAL","Total","FAM6A","Gender gap (male-less-female) in the employment-to-population rate","2001","2001","PC_PNT","Percentage points","0","Units",,,12.6,,
"ZAF","South Africa","TOTAL","Total","FAM6A","Gender gap (male-less-female) in the employment-to-population rate","2002","2002","PC_PNT","Percentage points","0","Units",,,14.3,,
"ZAF","South Africa","TOTAL","Total","FAM6A","Gender gap (male-less-female) in the employment-to-population rate","2003","2003","PC_PNT","Percentage points","0","Units",,,14.3,,
"ZAF","South Africa","TOTAL","Total","FAM6A","Gender gap (male-less-female) in the employment-to-population rate","2004","2004","PC_PNT","Percentage points","0","Units",,,15.1,,
"ZAF","South Africa","TOTAL","Total","FAM6A","Gender gap (male-less-female) in the employment-to-population rate","2005","2005","PC_PNT","Percentage points","0","Units",,,15.2,,
"ZAF","South Africa","TOTAL","Total","FAM6A","Gender gap (male-less-female) in the employment-to-population rate","2006","2006","PC_PNT","Percentage points","0","Units",,,15,,
"ZAF","South Africa","TOTAL","Total","FAM6A","Gender gap (male-less-female) in the employment-to-population rate","2007","2007","PC_PNT","Percentage points","0","Units",,,14.8,,
"ZAF","South Africa","TOTAL","Total","FAM6A","Gender gap (male-less-female) in the employment-to-population rate","2008","2008","PC_PNT","Percentage points","0","Units",,,15.4,,
"ZAF","South Africa","TOTAL","Total","FAM6A","Gender gap (male-less-female) in the employment-to-population rate","2009","2009","PC_PNT","Percentage points","0","Units",,,13.5,,
"ZAF","South Africa","TOTAL","Total","FAM6A","Gender gap (male-less-female) in the employment-to-population rate","2010","2010","PC_PNT","Percentage points","0","Units",,,13.5,,
"ZAF","South Africa","TOTAL","Total","FAM6A","Gender gap (male-less-female) in the employment-to-population rate","2011","2011","PC_PNT","Percentage points","0","Units",,,12.9,,
"ZAF","South Africa","TOTAL","Total","FAM6A","Gender gap (male-less-female) in the employment-to-population rate","2012","2012","PC_PNT","Percentage points","0","Units",,,12.8,,
"ZAF","South Africa","TOTAL","Total","FAM6A","Gender gap (male-less-female) in the employment-to-population rate","2013","2013","PC_PNT","Percentage points","0","Units",,,11.8,,
"ZAF","South Africa","TOTAL","Total","FAM6A","Gender gap (male-less-female) in the employment-to-population rate","2014","2014","PC_PNT","Percentage points","0","Units",,,12,,
"ZAF","South Africa","TOTAL","Total","FAM6A","Gender gap (male-less-female) in the employment-to-population rate","2015","2015","PC_PNT","Percentage points","0","Units",,,12.2,,
"ZAF","South Africa","TOTAL","Total","FAM6A","Gender gap (male-less-female) in the employment-to-population rate","2016","2016","PC_PNT","Percentage points","0","Units",,,12.2,,
"ZAF","South Africa","TOTAL","Total","FAM6A","Gender gap (male-less-female) in the employment-to-population rate","2017","2017","PC_PNT","Percentage points","0","Units",,,11.4,,
"ZAF","South Africa","TOTAL","Total","FAM6A","Gender gap (male-less-female) in the employment-to-population rate","2018","2018","PC_PNT","Percentage points","0","Units",,,11.4,,
"GBR","United Kingdom","TOTAL","Total","FAM6B","Gender gap (male-less-female) in the full-time equivalent employment-to-population rate","1990","1990","PC_PNT","Percentage points","0","Units",,,43.2,,
"GBR","United Kingdom","TOTAL","Total","FAM6B","Gender gap (male-less-female) in the full-time equivalent employment-to-population rate","1991","1991","PC_PNT","Percentage points","0","Units",,,40.3,,
"GBR","United Kingdom","TOTAL","Total","FAM6B","Gender gap (male-less-female) in the full-time equivalent employment-to-population rate","1992","1992","PC_PNT","Percentage points","0","Units",,,36.4,,
"GBR","United Kingdom","TOTAL","Total","FAM6B","Gender gap (male-less-female) in the full-time equivalent employment-to-population rate","1993","1993","PC_PNT","Percentage points","0","Units",,,34.9,,
"GBR","United Kingdom","TOTAL","Total","FAM6B","Gender gap (male-less-female) in the full-time equivalent employment-to-population rate","1994","1994","PC_PNT","Percentage points","0","Units",,,35.3,,
"GBR","United Kingdom","TOTAL","Total","FAM6B","Gender gap (male-less-female) in the full-time equivalent employment-to-population rate","1995","1995","PC_PNT","Percentage points","0","Units",,,35.7,,
"GBR","United Kingdom","TOTAL","Total","FAM6B","Gender gap (male-less-female) in the full-time equivalent employment-to-population rate","1996","1996","PC_PNT","Percentage points","0","Units",,,35.3,,
"GBR","United Kingdom","TOTAL","Total","FAM6B","Gender gap (male-less-female) in the full-time equivalent employment-to-population rate","1997","1997","PC_PNT","Percentage points","0","Units",,,35.4,,
"GBR","United Kingdom","TOTAL","Total","FAM6B","Gender gap (male-less-female) in the full-time equivalent employment-to-population rate","1998","1998","PC_PNT","Percentage points","0","Units",,,35.8,,
"GBR","United Kingdom","TOTAL","Total","FAM6B","Gender gap (male-less-female) in the full-time equivalent employment-to-population rate","1999","1999","PC_PNT","Percentage points","0","Units",,,34.3,,
"GBR","United Kingdom","TOTAL","Total","FAM6B","Gender gap (male-less-female) in the full-time equivalent employment-to-population rate","2000","2000","PC_PNT","Percentage points","0","Units",,,34.2,,
"GBR","United Kingdom","TOTAL","Total","FAM6B","Gender gap (male-less-female) in the full-time equivalent employment-to-population rate","2001","2001","PC_PNT","Percentage points","0","Units",,,33.2,,
"GBR","United Kingdom","TOTAL","Total","FAM6B","Gender gap (male-less-female) in the full-time equivalent employment-to-population rate","2002","2002","PC_PNT","Percentage points","0","Units",,,31.9,,
"GBR","United Kingdom","TOTAL","Total","FAM6B","Gender gap (male-less-female) in the full-time equivalent employment-to-population rate","2003","2003","PC_PNT","Percentage points","0","Units",,,32.2,,
"GBR","United Kingdom","TOTAL","Total","FAM6B","Gender gap (male-less-female) in the full-time equivalent employment-to-population rate","2004","2004","PC_PNT","Percentage points","0","Units",,,31.3,,
"GBR","United Kingdom","TOTAL","Total","FAM6B","Gender gap (male-less-female) in the full-time equivalent employment-to-population rate","2005","2005","PC_PNT","Percentage points","0","Units",,,30.1,,
"GBR","United Kingdom","TOTAL","Total","FAM6B","Gender gap (male-less-female) in the full-time equivalent employment-to-population rate","2006","2006","PC_PNT","Percentage points","0","Units",,,29.3,,
"GBR","United Kingdom","TOTAL","Total","FAM6B","Gender gap (male-less-female) in the full-time equivalent employment-to-population rate","2007","2007","PC_PNT","Percentage points","0","Units",,,29.6,,
"GBR","United Kingdom","TOTAL","Total","FAM6B","Gender gap (male-less-female) in the full-time equivalent employment-to-population rate","2008","2008","PC_PNT","Percentage points","0","Units",,,28.6,,
"GBR","United Kingdom","TOTAL","Total","FAM6B","Gender gap (male-less-female) in the full-time equivalent employment-to-population rate","2009","2009","PC_PNT","Percentage points","0","Units",,,26.2,,
"GBR","United Kingdom","TOTAL","Total","FAM6B","Gender gap (male-less-female) in the full-time equivalent employment-to-population rate","2010","2010","PC_PNT","Percentage points","0","Units",,,25.7,,
"GBR","United Kingdom","TOTAL","Total","FAM6B","Gender gap (male-less-female) in the full-time equivalent employment-to-population rate","2011","2011","PC_PNT","Percentage points","0","Units",,,26.1,,
"GBR","United Kingdom","TOTAL","Total","FAM6B","Gender gap (male-less-female) in the full-time equivalent employment-to-population rate","2012","2012","PC_PNT","Percentage points","0","Units",,,25.7,,
"GBR","United Kingdom","TOTAL","Total","FAM6B","Gender gap (male-less-female) in the full-time equivalent employment-to-population rate","2013","2013","PC_PNT","Percentage points","0","Units",,,25.5,,
"GBR","United Kingdom","TOTAL","Total","FAM6B","Gender gap (male-less-female) in the full-time equivalent employment-to-population rate","2014","2014","PC_PNT","Percentage points","0","Units",,,25.4,,
"GBR","United Kingdom","TOTAL","Total","FAM6B","Gender gap (male-less-female) in the full-time equivalent employment-to-population rate","2015","2015","PC_PNT","Percentage points","0","Units",,,25.5,,
"GBR","United Kingdom","TOTAL","Total","FAM6B","Gender gap (male-less-female) in the full-time equivalent employment-to-population rate","2016","2016","PC_PNT","Percentage points","0","Units",,,25.1,,
"GBR","United Kingdom","TOTAL","Total","FAM6B","Gender gap (male-less-female) in the full-time equivalent employment-to-population rate","2017","2017","PC_PNT","Percentage points","0","Units",,,24.7,,
"GBR","United Kingdom","TOTAL","Total","FAM6B","Gender gap (male-less-female) in the full-time equivalent employment-to-population rate","2018","2018","PC_PNT","Percentage points","0","Units",,,24.1,,
"TUR","Turkey","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","1970","1970","WEEK","Weeks","0","Units",,,0,,
"TUR","Turkey","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","1971","1971","WEEK","Weeks","0","Units",,,0,,
"TUR","Turkey","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","1972","1972","WEEK","Weeks","0","Units",,,0,,
"TUR","Turkey","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","1973","1973","WEEK","Weeks","0","Units",,,0,,
"TUR","Turkey","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","1974","1974","WEEK","Weeks","0","Units",,,0,,
"TUR","Turkey","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","1975","1975","WEEK","Weeks","0","Units",,,0,,
"TUR","Turkey","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","1976","1976","WEEK","Weeks","0","Units",,,0,,
"TUR","Turkey","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","1977","1977","WEEK","Weeks","0","Units",,,0,,
"TUR","Turkey","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","1978","1978","WEEK","Weeks","0","Units",,,0,,
"TUR","Turkey","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","1979","1979","WEEK","Weeks","0","Units",,,0,,
"TUR","Turkey","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","1980","1980","WEEK","Weeks","0","Units",,,0,,
"TUR","Turkey","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","1981","1981","WEEK","Weeks","0","Units",,,0,,
"TUR","Turkey","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","1982","1982","WEEK","Weeks","0","Units",,,0,,
"TUR","Turkey","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","1983","1983","WEEK","Weeks","0","Units",,,0,,
"TUR","Turkey","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","1984","1984","WEEK","Weeks","0","Units",,,0,,
"TUR","Turkey","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","1985","1985","WEEK","Weeks","0","Units",,,0,,
"TUR","Turkey","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","1986","1986","WEEK","Weeks","0","Units",,,0,,
"TUR","Turkey","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","1987","1987","WEEK","Weeks","0","Units",,,0,,
"TUR","Turkey","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","1988","1988","WEEK","Weeks","0","Units",,,0,,
"TUR","Turkey","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","1989","1989","WEEK","Weeks","0","Units",,,0,,
"TUR","Turkey","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","1990","1990","WEEK","Weeks","0","Units",,,0,,
"TUR","Turkey","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","1991","1991","WEEK","Weeks","0","Units",,,0,,
"TUR","Turkey","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","1992","1992","WEEK","Weeks","0","Units",,,0,,
"TUR","Turkey","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","1993","1993","WEEK","Weeks","0","Units",,,0,,
"TUR","Turkey","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","1994","1994","WEEK","Weeks","0","Units",,,0,,
"TUR","Turkey","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","1995","1995","WEEK","Weeks","0","Units",,,0,,
"TUR","Turkey","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","1996","1996","WEEK","Weeks","0","Units",,,0,,
"TUR","Turkey","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","1997","1997","WEEK","Weeks","0","Units",,,0,,
"TUR","Turkey","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","1998","1998","WEEK","Weeks","0","Units",,,0,,
"TUR","Turkey","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","1999","1999","WEEK","Weeks","0","Units",,,0,,
"TUR","Turkey","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","2000","2000","WEEK","Weeks","0","Units",,,0,,
"TUR","Turkey","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","2001","2001","WEEK","Weeks","0","Units",,,0,,
"TUR","Turkey","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","2002","2002","WEEK","Weeks","0","Units",,,0,,
"TUR","Turkey","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","2003","2003","WEEK","Weeks","0","Units",,,0,,
"TUR","Turkey","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","2004","2004","WEEK","Weeks","0","Units",,,0,,
"TUR","Turkey","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","2005","2005","WEEK","Weeks","0","Units",,,0,,
"TUR","Turkey","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","2006","2006","WEEK","Weeks","0","Units",,,0,,
"TUR","Turkey","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","2007","2007","WEEK","Weeks","0","Units",,,0,,
"TUR","Turkey","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","2008","2008","WEEK","Weeks","0","Units",,,0,,
"TUR","Turkey","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","2009","2009","WEEK","Weeks","0","Units",,,0,,
"TUR","Turkey","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","2010","2010","WEEK","Weeks","0","Units",,,0,,
"TUR","Turkey","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","2011","2011","WEEK","Weeks","0","Units",,,0,,
"TUR","Turkey","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","2012","2012","WEEK","Weeks","0","Units",,,0,,
"TUR","Turkey","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","2013","2013","WEEK","Weeks","0","Units",,,0,,
"TUR","Turkey","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","2014","2014","WEEK","Weeks","0","Units",,,0,,
"TUR","Turkey","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","2015","2015","WEEK","Weeks","0","Units",,,0,,
"TUR","Turkey","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","2016","2016","WEEK","Weeks","0","Units",,,1,,
"TUR","Turkey","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","2017","2017","WEEK","Weeks","0","Units",,,1,,
"TUR","Turkey","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","2018","2018","WEEK","Weeks","0","Units",,,1,,
"TUR","Turkey","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","2019","2019","WEEK","Weeks","0","Units",,,1,,
"TUR","Turkey","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","2020","2020","WEEK","Weeks","0","Units",,,1,,
"PRT","Portugal","TOTAL","Total","FAM7","Gender wage gap (median) for full-time employees","2004","2004","PC","Percentage","0","Units",,,13.03,,
"PRT","Portugal","TOTAL","Total","FAM7","Gender wage gap (median) for full-time employees","2005","2005","PC","Percentage","0","Units",,,15.97,,
"PRT","Portugal","TOTAL","Total","FAM7","Gender wage gap (median) for full-time employees","2006","2006","PC","Percentage","0","Units",,,12.81,,
"PRT","Portugal","TOTAL","Total","FAM7","Gender wage gap (median) for full-time employees","2007","2007","PC","Percentage","0","Units",,,15.28,,
